text,label,target_name,input_id
"

      Why should he have been any different ""then""? Ozzy Osbourne,
ex-singer and main character of the Black Sabbath of good ole days past,
is and always was a devout catholic. Or so I've heard over on the
alt.rock-n-roll.metal newsgroups, an' I figure those folks oughta know..
",1,soc.religion.christian,doc_00385
"OFM responds to a query about reference works:

   [Aside from a commentary, you might also want to consider an
   introduction.  These are books intended for use in undergraduate Bible
   courses.  They give historical background, discussion of literary
   styles, etc.  And generally they have good bibligraphies for further
   reading.  I typically recommend Kee, Froehlich and Young's NT
   introduction...

Two other Intros to consider:

The ""Introduction"" by Ku:mmel is a translation of a strandard NT text.
The references are slightly dated and the style is somewhat dense, but
the book contains a wealth of information.

Perrin and Duling's Intro is also very good.  It's somewhat more
modern than Ku:mmel's but not quite so densely packed.  Also the
authors tend to go through the books of the NT in the historical order
of composition; this gives a very useful perspective on the
development of the NT.

   ... There are also some good one-volume commentaries.  ... Probably the
   best recommendation these days would be Harper's Bible Commentary.

A slight dissent: I think the Harper's is ""OK"" but not great.  One
particular problem I have is that it tends to be pretty skimpy on
bibliographic material.  My feeling is that it is OK for quick
look-ups, but not real useful for study in depth (e.g. I keep a copy
in my office at work).

   ... (I think there may be a couple of books with this title...

So far as I know there is the only one book with this exact title
(James L Mays, general editor, Harper and ROw, 1988) although I think
I recall a (older) series under the name ""Harper Commentaries"".  Also
there's a separate Harper's Bible Dictionary (most of my comments on
the HC also apply to the HBD.)

My favorite one-volume commentary is the ""New Jerome Biblical
Commentary"".  The NJBC is rather Catholic in focus and somewhat biased
towards the NT.  (The reader can decide for her- or himself whether
these are pluses or minuses.)  In any case the scholarship is by and
large excellent.

NOTE: The NJBC is a completely reworked, updated version of the
""Jerome Biblical Commentary"", copies of which can still be found on
sale.",1,soc.religion.christian,doc_00694
"
Nothing is perfect. Nothing is perpetual. i.e. even if it is perfect,
it isn't going to stay that way forever. 

Perpetual machines cannot exist. I thought that there
were some laws in mechanics or thermodynamics stating that.

Not an atheist
BN
--",0,alt.atheism,doc_00177
"



If I am not mistaken, the Jewish family names Cohen, Kahn, etc.
are considered to be legitimate indicators of descent from Aaron.
The family names Levi, Levene, etc. are considered to be legitimate
indicators of descent from Levi. The main legal issue is the purification
of the priesthood, which is supposed to involve finding the ashes of
of the red heifer last used for this purpose 2000 years ago.
_______________________________________________________________________________",1,soc.religion.christian,doc_00529
"
This is a classic example of excessive faith in reason.  The fact that we
have trouble talking about something doesn't imply that it is impossible; it
simply implies that it is hard to talk about.  There is a very good chance
that God *can* flibble glop ork groink.  Charlie Wingate can flibble glop
ork groink, and he isn't even God.",0,alt.atheism,doc_01604
"You forgot one thing ""All have sinned and fallen short of the glory of
God"".
Mark
",1,soc.religion.christian,doc_01711
"

  I question the implications of this statement; namely, that there are certain
physical acts which are limited to God and that attempting to replicate these
acts is blasphemy against God.  God caused a bush to burn without being
consumed--if I do the same thing, am I usurping God's role?  
  Religious people are threatened by science because it has been systematically
removing the physical ""proofs"" of God's existence.  As time goes on we have to
rely more and more on faith and the spiritual world to relate to God becuase
science is removing our props.  I don't think this is a bad thing.",1,soc.religion.christian,doc_01307
"
Humans have ""gone somewhat beyond"" what, exactly?    In one thread
you're telling us that natural morality is what animals do to
survive, and in this thread you are claiming that an omniscient
being can ""definitely"" say what is right and what is wrong.   So
what does this omniscient being use for a criterion?   The long-
term survival of the human species, or what?

How does omniscient map into ""definitely"" being able to assign
""right"" and ""wrong"" to actions?


Well, your ""original premises"" have a habit of changing over time,
so perhaps you'd like to review it for us, and tell us what the
difference is between an omniscient being be able to assign ""right""
and ""wrong"" to actions, and telling us the result, is. 


I'm talking about the morality introduced by you, which was going to
be implemented by this omniscient being that can ""definitely"" assign
""right"" and ""wrong"" to actions.

You tell us what type of morality that is.",0,alt.atheism,doc_00211
"


Cute characterization Bill; however, there is no inconsistency between 
the two statements.  Even if one believes that religion is ""primitive, 
simple-minded and unscientific, anti-intellectual and childish"", one
can still hold the view that religion also adds an unnecessary level of
complexity to the explanation.  The ideas themselves don't have to be
complex before being excised by Occam's Razor, they only have to add 
unnecessarily to the overall complexity of the description.


I think the non-essential part of an explanatory system is one that
adds no predictive capability to the system.


Huh?

 ^^^^^
Watch it, your Freudian Slip is showing
",0,alt.atheism,doc_00067
"
If you agree that good works have a role somewhere, you will 
generally find yourself in one of two camps: 

   (1) Faith + Works --> Salvation
or (2) Faith --> Salvation + Works

Either (1) works are required for salvation, or (2) faith will 
inevitably result in good works. 

I am also of the opinion that salvation is by faith alone, based on
Ephesians 2 and Romans 3:21-31.  I also conclude that James 2, when 
read in context, is teaching bullet (2) above. When James speaks of 
justification, I would claim that he is not speaking of God declaring
the believing sinner innocent in His sight (Paul's use of the word). 
Instead he is speaking of the sinner's profession of faith being 
""justified"" or ""proven"" by the display of good works. Also according 
to James 2, the abscence of such works is evidence for a ""dead"" or 
""useless"" faith which fails to save.

James 2 is not a problem for the doctrine of salvation by faith if it
is teaching (2).  Works would have their place, not as merit toward 
salvation, but as evidence of true faith. 

Regards,

---
Dave Weaver               | ""He is no fool who gives what he cannot keep to
weaver@chdasic.sps.mot.com|  gain what he cannot lose."" - Jim Elliot (1949)

[There are of course a number of other possibilities.  The Reformers
believed

  salvation --> faith --> works

Some of us suspect that the three things are tied up together in such a way
that no diagram of this form can do it justice.",1,soc.religion.christian,doc_01425
"
[...stuff deleted...]

Computers are an excellent example...of evolution without ""a"" creator.
We did not ""create"" computers.  We did not create the sand that goes
into the silicon that goes into the integrated circuits that go into
processor board.  We took these things and put them together in an
interesting way. Just like plants ""create"" oxygen using light through 
photosynthesis.  It's a much bigger leap to talk about something that
created ""everything"" from nothing.  I find it unfathomable to resort
to believing in a creator when a much simpler alternative exists: we
simply are incapable of understanding our beginnings -- if there even
were beginnings at all.  And that's ok with me.  The present keeps me
perfectly busy.",0,alt.atheism,doc_00928
"[ . . .]

I am a relativist who would like to answer your question, but the way you
phrase the question makes it unanswerable.  The concepts of ""right""
and ""wrong"" (or ""correct/incorrect"" or ""true/false"") belong to the
domain of epistemological rather than moral questions.  It makes no
sense to ask if a moral position is right or wrong, although it is
legitimate to ask if it is good (or better than another position).

Let me illustrate this point by looking at the psychological derivatives
of epistemology and ethics:  perception and motivation, respectively.
One can certainly ask if a percept is ""right"" (correct, true,
veridical) or ""wrong"" (incorrect, false, illusory).  But it makes little
sense to ask if a motive is true or false.  On the other hand, it is
strange to ask whether a percept is morally good or evil, but one can
certainly ask that question about motives.

Therefore, your suggested answers (a)-(c) simply can't be considered:
they assume you can judge the correctness of a moral judgment.

Now the problem with (d) is that it is double-barrelled:  I agree with
the first part (that the ""rightness"" of a moral position is a
meaningless question), for the reasons stated above.  But that is
irrelevant to the alleged implication (not an implication at all) that
one cannot feel peace is better than war.  I certainly can make
value judgments (bad, better, best) without asserting the ""correctness""
of the position.

Sorry for the lengthy dismissal of (a)-(d).  My short (e) answer is
that when two individuals grotesquely disagree on a moral issue,
neither is right (correct) or wrong (incorrect).  They simply hold
different moral values (feelings).",0,alt.atheism,doc_01474
"
Please, define cell church.  I missed it somewhere in the past when this
was brought up before.",1,soc.religion.christian,doc_01718
"

 Could you explain what any of the above pertains to? Is this a position 
statement on something or typing practice? 
--


       ""Satan and the Angels do not have freewill.  
        They do what god tells them to do. """,0,alt.atheism,doc_01369
"I think it was Lewis who said that in a wedding, it's the principals  
that marry each other; the church and the state are present merely as  
witnesses.

------------------------------------------------------------
Rob Steele                 In coming to understand anything 
MIT Lincoln Laboratory    we are rejecting the facts as they
244 Wood St., M-203       are for us in favour of the facts
Lexington, MA  02173      as they are.    
617/981-2575                              C.S. Lewis",1,soc.religion.christian,doc_00163
"1.  Did you read the FAQs?

2.  If NO, Read the FAQs.

3.  IF YES, you wouldn't have posted such drivel.  The ""Lord, Liar
    or Lunatic"" argument is a false trilemma.  Even if you disprove
    Liar and Lunatic (which you haven't), you have not eliminated
    the other possibilities, such as Mistaken, Misdirected, or
    Misunderstood.  You have arbitrarily set up three and only
    three possibilities without considering others.

4.  Read a good book on rhetoric and critical thinking.  If
    you think the ""Lord, Liar, or Lunatic"" discussion is an
    example of a good argument, you are in need of learning.

5.  Read the FAQs again, especially ""Constructing a Logical
    Argument.""

Ignore these instructions at your peril.  Disobeying them
leaves you open for righteous flaming.


-- 
Maddi Hausmann                       madhaus@netcom.com
Centigram Communications Corp        San Jose California  408/428-3553",0,alt.atheism,doc_01061
"Sorry for taking this off of Sharon's resp, but I'd also like to add
some more verses to that and perhaps answer the second Q.

Verses:
   1 Corinthians 6:9-10
   Colossians 3:5-10

As for knowing when, that's a bit tricky.  People normally have
consciences which warn them about it.  However, as in my case, a
conscience can be hardened by sin's deceitfulness (Hebrews 3:12:13) so
that the person has no idea (or doesn't care about it) that they are
sinning.  Of course, there are those sins which we do when we don't know
that they're sinful to begin with.  Those take searching and examining
of Scripture to find out that they are sinful and then repent and
change.  The best question to ask in every circumstance to judge sinful
possibilities is:  ""Would Jesus wholeheartedly do this at this point in
time?""  I know, it sounds like a cop-out, but it truly is a stifling
question.

Joe Fisher",1,soc.religion.christian,doc_00113
"




This is the problem. This is not hell, this is permanent death. It is
indeed what atheists (generally) expect and it is neither fair nor
unfair, it just is. You might as well argue about whether being made
mostly of carbon and water is ""fair"".

However, the atheists who claim that Hell is unfair are talking about
the fire and brimstone place of endless suffering, which necessarily
includes eternal existance (life, I dunno, but some sort of continuation);
not at all the same thing.

Granted, you clearly feel that hell=death, but this is not a univeral
sentiment as near as I can tell.

If *your* idea of God ""condemns"" heathens to ordinary death, I have no
problem with that. I do have a problem with the gods that hide from humans
and torture the unbelievers eternally for not guessing right.

[deletia- Hell, and Literalness.]

---
			- Dan Johnson
And God said ""Jeeze, this is dull""... and it *WAS* dull. Genesis 0:0",1,soc.religion.christian,doc_00864
"
no its not.

its due to the fact that there are two issues here: Religion and religion.

religion is personal belief system.
Religion is a memetic virus.

people loudly proclaiming their beliefs are crossing the border from
religion -> Religion.  people that want to ""save"" others are firmly
entrenched in Religion (""memoids"").

rule #1 of not practicing Religion is to shut the fuck up, unless
you discuss it politely.  this means that the motive behind the conversation
is not only your self-gratifying wish to spread the word.  

religion is something that ultimately comes from within a person, and
reflects their value judgements.  Religion is something that is
contracted from others and does not reflect the persons value judgements
(other than perhaps ""i think i'll be brainwashed today"").

Religion is a drug...

i believe you can discuss religion.  however, the post that started this
off was not intented as discussion, it was more a proclamation of
someones Religion.",0,alt.atheism,doc_00417
"This subject seems to be incredibly inflammatory.  Those who subscribe to
_Biblical Archaeology Review_ will remember a spectacular letter battle set off when someone
complained about a Franklin Mint ad.  (_BAR_ is a great magazine, but the
contrast between the rather scholarly articles and the incredibly sleazy ads
is extreme.)  In this ad, they were hawking a doll with a head based on the
famous bust of Nefertiti, giving the face a typical doll-pink complexion.
The letter complained about this as a misrepresentation on the grounds that
Nefertiti was ""a beautiful black queen.""  This set off an exchange of
hotheaded letters than ran for several issues, to the point where they had
an article from an Egyptologist titled ""Was Cleopatra Black?""  (The answer
to the title is ""no""-- she was greek.)

I have to say that I hear a hysterical note in much of the complaining.  I
personally have seen only one blond-haired Jesus (in the National Shrine in
Wash. DC), and I found it very jarring.  Western representations vary
enourmously, but in general the image of is of a youngish male with dark
hair and beard, of a sort that can be found (modulo the nose) all up and
down the Mediterranean.

(Also, if what I remember is correct, the ""Black Madonna"" doesn't represent
a person with negroid features.  It is black because of an accident.  Joe
Buehler....?)

In the presence of all those marble statues, one is prone to forget that
greeks are rather likely to have black hair.  When one crosses the bosporus,
the situation breaks down completely.  Are Turks white?  How about Persians,
or various groups in the indian subcontinent?  Was Gandhi white?  How about
the Arabs?  Or picture Nassar and Sadat standing side by side.  And then
there are the Ethiopians....

Those of a white racist bent are not likely to say that *any* of these
people are ""white"" (i.e., of the racist's ""race"").  If I may risk a
potentially inflammatory remark, one undercurrent of this seems to be the
identification of modern jews as members of the oppressor race.  Considering
the extreme dicotomy between medieval religion on the one hand and medieval
antisemitism on the other, I don't think that this ""Jesus was white"" thesis
ever played the roles that some hold it did.

Representations of Jesus as black or korean or whatever are fine.  It seems
awfully self-serving to insist that Jesus belongs to one's own racial group.",1,soc.religion.christian,doc_01645
"[insert deletion of Paul's and Aaron's discourse on anger, ref Galatians
5:19-20]

Oh, but they definitely can be.  Please look at Colossians 3:5-10 and
Ephesians 4:25-27.  Emotions can be controlled and God puts very strong
emphasis on self-control, otherwise, why would he have Paul write to
Timothy so much about making sure to teach self-control? 

[insert deletion of remainder of paragraph]


Please, re-think and re-read for yourself, Joe.  Again, the issue is
self-control especially over feelings and actions, for our actions stem
from our feelings in many instances.  As for God giving in to his anger,
that comes very soon.
",1,soc.religion.christian,doc_01212
"
I would like to see his reasoning behind this.  You may have gotten 
""burned"" by natural disaster prophecies down there, but that
does not mean that every natural disaster/judgement prophecy is
false.  Take a quick look at the book of Jeremiah and it is obvious
that judgement prophecies can be valid.  here in the US, it seems like
we might have more of a problem with positive prophecies, though I
am sure there may be a few people who are too into judgement.

Sometimes God does give words that are difficult to swallow.  The
relative positiveness of a prophecy is not necesarily grounds to
dismiss it.  Much of the OT is not happy stuff.",1,soc.religion.christian,doc_01107
"

but theology is full of reason even if it is, as we believe, based on false
premises etc etc.


hold on there: no meaning to ""consciousness"" or ""mind"" or ""self""?!


what illogicality?


since when is, for instance, (non-behaviourist) psychology a pipe dream? 
Surely the major purpose of the science of psychology is to understand the
workings of the mind.


""manifestations of the mundane"" sounds rather transcendental to me. In fact
""matter"", ""energy"", ""space"" and ""time"" are well measured but mysterious
concepts. 

Does an atheist really have to believe in your reductionism or be cast out as
not following the true faith?!",0,alt.atheism,doc_01512
"
Yes, this is also my understanding of the majority of Islamic laws.
However, I believe there are also certain legal rulings which, in all
five schools of law (4 sunni and 1 jaffari), can be levelled against
muslim or non-muslims, both within and outside dar-al-islam. I do
not know if apostasy (when accompanied by active, persistent, and
open hostility to Islam) falls into this category of the law. I do know
that
historically, apostasy has very rarely been punished at all, let alone
by the death penalty.

My understanding is that Khomeini's ruling was not based on the
law of apostasy (alone). It was well known that Rushdie was an apostate
long before he wrote the offending novel and certainly there is no
precedent in the Qur'an, hadith, or in Islamic history for indiscriminantly
levelling death penalties for apostasy.

I believe the charge levelled against Rushdie was that of ""fasad"". This
ruling applies both within and outside the domain of an
Islamic state and it can be carried out by individuals. The reward was
not offered by Khomeini but by individuals within Iran.


I would concur that the thrust of the fatwa (from what I remember) was
levelled at the author and all those who assisted in the publication
of the book. However, the charge of ""fasad"" can encompass a
number of lesser charges. I remember that when diplomatic relations
broke off between Britain and Iran over the fatwa - Iran stressed that
the condemnation of the author, and the removal of the book from
circulation were two preliminary conditions for resolving the
""crisis"". But you are correct to point out that banning the book was not
the main thrust behind the fatwa. Islamic charges such as fasad are
levelled at people, not books.

The Rushdie situation was followed in Iran for several months before the
issuance of the fatwa. Rushdie went on a media blitz,
presenting himself as a lone knight guarding the sacred values of
secular democracy and mocking the foolish concerns of people
crazy enough to actually hold their religious beliefs as sacred. 
Fanning the flames and milking the controversy to boost
his image and push the book, he was everywhere in the media. Then
Muslim demonstrators in several countries were killed while
protesting against the book. Rushdie appeared momentarily
concerned, then climbed back on his media horse to once again
attack the Muslims and defend his sacred rights. It was at this
point that the fatwa on ""fasad"" was issued.

The fatwa was levelled at the person of Rushdie - any actions of
Rushdie that feed the situation contribute to the legitimization of
the ruling. The book remains in circulation not by some independant
will of its own but by the will of the author and the publishers. The fatwa
against the person of Rushdie encompasses his actions as well. The
crime was certainly a crime in progress (at many levels) and was being
played out (and played up) in the the full view of the media.",0,alt.atheism,doc_01390
"
Thank you.  I now know at least that though I may be on drugs, at
least I'm not the only one.


Yes, this took some getting used to -- of course not having an Indian
connection, no knowledge of hindi, etc., this was not trivial for me.
I did have, thanks to the wonders of the net, ""A Glossary to *Satanic
Verses*"", posted to rec.arts.books by Vijay Raghavan, which explains a
lot of the Indian English constructions, Indian culture references,
even the Islamic references (""Jahilia"", ""Submission"", the context of
the Satanic Verses incident, etc.) -- what I have only covers the
first couple of hundred pages, but it helped me get into the flow of
the novel [I can mail this to anyone interested; if anyone has
portions after part I, if they exist, I'd like to get those].",0,alt.atheism,doc_00129
" 
 
No, the argument says John has known Q, ie a codified version of the logia,
and not the original, assuming that there has been one. It has weaknesses,
of course, like that John might have known the original, yet rather referred
to Q in his text, or that the logia were given in a codified version in
the first place.
 
The argument alone does not allow a firm conclusion, but it fits well into
the dating usually given for the gospels.
 
 
 
Not necessarily, Luke may have trusted the version he knew better than the
version given by Matthew. Improving on Matthew would give a motive, for
instance.
 
As far as I know, the theory that Luke has known Matthew is based on a
statistical analysis of the texts.
 
 
 
Yep, but it will take another day or so to get the source. I hope your German
is good enough. :-)
 
 
 
I still do not see how copies from 200 allow to change the dating of John.
 
 
 
Yes, but an if gives only possibilities and no evidence. The authencity of
many letters is still discussed. It looks as if conclusions about them are not
drawn because some pet dogmas of the churches would probably fall with them as
well.
 
 
 
Well, rather like some newsletter of a political party reporting from the
big meeting. Not necessarily wrong, but certainly bad.
 
 
 
Yes, but the accuracy of their tradition is another problem.",0,alt.atheism,doc_00934
": >Prove it. I have a source that says that to date, the civilian death count
: >(er, excuse me, I mean ""collateral damage"") is about 200,000.
: 
: I have _never_ seen any source that was claiming such a figure.  Please
: post the source so its reliability can be judged.  

This figure would not simply be deaths by bombing, but also death later
from disease (the sewer system of Baghdad was deliberately targeted) and
starvation. I believe (but when I get a copy of the latest research in
June or July) that this was the figure proposed in the Census Bureau 
report on the matter. The report was suppressed and the CB attempted to
sack the author of the report, but failed due to procedural technicality.
The author is now on permanent leave. ",0,alt.atheism,doc_01081
"04 May 93, D. Andrew Byler writes to All:

 DAB> I think I need to again post the Athanasian Creed, whicc pretty well
 DAB> delinieates orthodox Christian belief on the Trinity, and on the
 DAB> Incarnation.

 DAB> It's a pretty good statement of the beliefs eventually accpeted, and the
 DAB> Creed is in use by the Catholic Church, as well as the Lutheran,
 DAB> Anglican, and Orthodox churches (the last minus the filioque, which they
 DAB> delete from the original form of the creed).

Do you have any evidence that it is used by the Orthodox Churches?

As far as I know it is purely Western, like the ""Apostles' Creed"". The
Orthodox Churches use the ""Symbol of Faith"", commonly called ""The
Nicene Creed"".

Steve Hayes
Department of Missiology
University of South Africa",1,soc.religion.christian,doc_00801
"



	Whoah  whoah  whoah  WHOAH!!!   What?!?

	That last paragraph just about killed me.  The Deuterocanonicals have
	ALWAYS been accepted as inspired scripture by the Catholic Church,
	which has existed much longer than any Protestant Church out there.
	It was Martin Luther who began hacking up the bible and deciding to
	REMOVE certain books--not the fact that the Catholic Church decided
	to add some much later--that is the reason for the difference between
	""Catholic"" and ""Protestant"" bibles.  ",1,soc.religion.christian,doc_01418
"

AHA! He admits it! He IS a moral relativist!

Keith, if you start wafffling on about how it is different for a human
to maul someone thrown into it's cage (so to speak), you'd better start
posting tome decent evidence or retract your 'I think there is an absolute
morality' blurb a few weeks ago.


The Desert Brat",0,alt.atheism,doc_00757
"
Right.


The Branch Dividians were. They believed and trusted so much that it became
impossible to turn back to reality. What you are advocating is total
irreversible brainwashing.",0,alt.atheism,doc_00580
"Be devoted to one another in brotherly love. Honor one another above
yourselves.",1,soc.religion.christian,doc_01488
"The initiations ceremony for Knights ous is almost
as secretive as that for the Mafia.

What are the phases of initation and why the secretiveness?
",1,soc.religion.christian,doc_01542
"

I agree, I reckon it's television and the increase in fundamentalism.. You
think its the increase in pre-marital sex... others thinks its because
psychologists have taken over the criminal justice system and let violent
criminals con them into letting them out into the streets... others think
it's the increase in designer drugs... others think it's a communist plot.
Basically the social interactions of all the changing factors in our society
are far too complicated for us to control. We just have to hold on to the
panic handles and hope that we are heading for a soft landing. But one
things for sure, depression and the destruction of the nuclear family is not
due solely to sex out of marriage.

Jeff.
",0,alt.atheism,doc_01436
": Lets talk about principles. If we accept that God sets the
: standards for what ought to be included in Scripture - then we
: can ask:
: 1. Is it authoritative?

""Authoritative"" is not a quality of the writing itself- it is a statement
by the community of faith whether it will accept the writing as normative.

: 2. Is it prophetic?

How is ""prophecy"" to be defined? If it is ""speaking forth"" of God's message,
much of the apocrypha must surely qualify.

: 3. Is it authentic?

Again, by what standard?  Is ""authenticity"" a function of the authors? the
historical accuracy? 

: 4. Is it dynamic?

What is this supposed to mean?  Many of the apocryphal books are highly
""dynamic"" -thought provoking, faithful, even exciting.

: 5. Is it received, collected, read and used?

By whom?  Of course the apocryphal books were received (by some),
collected (or else we would not have them), read and used (and they still are,
in the Catholic and Orthodox churches).

: On these counts, the apocrapha falls short of the glory of God.

This is demonstrably false.

: To quote Unger's Bible Dictionary on the Apocrapha:
: 1. They abound in historical and geographical inaccuracies and
: anachronisms.

So do other books of the Bible.

: 2. They teach doctrines which are false and foster practices
: which are at variance with sacred Scripture.

""False"" by whose interpretation?  Those churches that accept them find no
contradiction with the rest of scripture.  

: 3. They resort to literary types and display an artificiality of
: subject matter and styling out of keeping with sacred Scripture.

This is a purely subjective evaluation.  The apocryphal books demonstrate
the same categories and forms of writing found in the other scriptures.
(In fact, one could argue that the apocryphal ""Additions to the Book of
Esther"" act rather to bring the ""unscripturelike"" book of Esther more into
line with other books.)

: 4. They lack the distinctive elements which give genuine
: Scripture their divine character, such as prophetic power and
: poetic and religious feeling.

Have you ever read the Wisdom of Ben Sira or the Wisdom of Solomon?  They
exhibit every bit as much ""poetic and religious feeling"" as Psalms or
Proverbs.

[deletions]

: How do you then view the words: ""I warn everyone who  hears the
: words of the prophecy of this book: If anyone adds anything to
: them, God will add to him the plagues described in this book.
: And if anyone takes away from this book the prophecy, God will
: take away from him his share in the tree of life and in the
: holy city"" (Rev 22.18-9)
: Surely this sets the standard and not just man-made traditions.

These words clearly were meant to refer to the book of Revelation alone,
not to the whole body of scripture.  Revelation itself was accepted very
late into the canon.  The church simply did not see it as having a primary
role of any kind in identifying and limiting scripture.

: It is also noteworthy to consider Jesus' attitude. He had no
: argument with the pharisees over any of the OT canon (John
: 10.31-6), and explained to his followers on the road to Emmaus 
: that in the law, prophets and psalms which referred to him - the 
: OT division of Scripture (Luke 24.44), as well as in Luke 11.51
: taking Genesis to Chronicles (the jewish order - we would say
: Genesis to Malachi) as Scripture.

Jesus does not refer to the canon for the simple reason that in his day,
the canon had not been established as a closed collection.  The books
of the apocrypha were part of the Septuagint (which was the Bible of
the early church).  The Hebrew canon was not closed until 90 c.e.
The Torah (Pentateuch/ ""Law"") was established in Jesus' day, as were
the Prophets (with the _exclusion_ of Daniel).  The Writings, however,
were still in flux.  Jesus does not refer to the Writings, only to the
Psalms, which were part of them.  The books of the apocrypha were all
part of the literature that was eventually sifted and separated.

To argue that Jesus is referring to the Jewish canonical order in Luke 11:51
is weak at best; he is not quoting scripture, but telling a chronological
story.  And, as mentioned above, the Hebrew canon (especially in the
present order) did not exist as such in Jesus' day.",1,soc.religion.christian,doc_00102
"[Frank's solution deleted.]

If you have access to telnet, contact nyx.cs.du.edu.  It's a public access
Unix system, completly free, and all you need to for access is a verifiable
form of ID (I think he requires a notarized copy of a picture, or a check, or
some such).",0,alt.atheism,doc_00792
"Fred Gilham asks (May 11) whether it is true that Kurt Goedel wrote
a version of the ontological argument for the existence of God.

Yes, he did. He did not publish it, but it will be published by the
Oxford University Press in German and with English translation in
Volume 3, due to appear this fall, of his Collected Works.

Meanwhile, you can find a summary, or perhaps the whole thing, in an
article by Jordan Howard Sobel called ""Goedel's ontological proof""
in the book ON BEING AND SAYING, edited by Judith Jarvis Thompson
(sp?), published by the MIT Press in 1987.

Professor C Anthony Anderson of the Philosophy Department of the
University of Minnesota has written an article, ""Some Emendations of
Goedel's Ontological Proof,"" which appeared in the magazine FAITH
AND PHILOSOPHY, v. 7 (1990): 291-303. It discusses some objections
that various critics have raised against Goedel's proof, and offers
a revised version of the proof that is not vulnerable to these
objections.",1,soc.religion.christian,doc_00192
